SMILES,Absorption/nm,Emission/nm,PLQY
CC(NC1=CC2=C(C=C1)C3=[O+]C4=C(CCCC5=C4C=CC(NC(C)=O)=C5)C(C6=CC=CC=C6)=C3CCC2)=O,509.0,587.0,0.83
C1(C2=CC=CC=C2)=NC=C3N1C(C4=CC=CC=C4)=CC=C3,337.0,473.0,0.24
COC(C=C1)=CC=C1C2=CC=CC3=CN=C(C4=CC=CC=C4)N32,332.0,468.0,0.21
CC(C=C1)=CC=C1C2=CC=CC3=CN=C(C4=CC=CC=C4)N32,341.0,470.0,0.28
FC(C=C1)=CC=C1C2=CC=CC3=CN=C(C4=CC=CC=C4)N32,336.0,469.0,0.32
ClC(C=C1)=CC=C1C2=CC=CC3=CN=C(C4=CC=CC=C4)N32,338.0,478.0,0.42
O=C(C)C(C=C1)=CC=C1C2=CC=CC3=CN=C(C4=CC=CC=C4)N32,358.0,506.0,0.43
COC(C=C1)=CC=C1C2=NC=C3N2C(C4=CC=CC=C4)=CC=C3,341.0,484.0,0.26
CC(C)(C)C(C=C1)=CC=C1C2=NC=C3N2C(C4=CC=CC=C4)=CC=C3,339.0,479.0,0.31
N#CC(C=C1)=CC=C1C2=NC=C3N2C(C4=CC=CC=C4)=CC=C3,331.0,457.0,0.19
COC(C=C1)=CC=C1C2=CC=CC3=CN=C(C4=CC=C(C#N)C=C4)N32,329.0,447.0,0.17
CC(C=C1)=CC=C1C2=NC=C3N2C4=C(C=CC=C4)C=C3,324.0,424.0,0.42
CC(C=CC=C1)=C1C2=NC=C3N2C4=C(C=CC=C4)C=C3,325.0,425.0,0.55
C1(N23)=CC=CC2=CN=C3C4=C1C=CC=C4,421.0,464.0,0.39
C1(C2=CC=CC=C2)=CC3=C(C4=NC=C5N4C3=CC=C5)C=C1,430.0,475.0,0.26
CC(C)(C)C1=CC2=C(C3=NC=C4N3C2=CC=C4)C=C1,424.0,469.0,0.19
C1(C=C(OCC2=CC=CC=C2)C=C3)=C3C4=NC=C5N4C1=CC=C5,438.0,486.0,0.29
OCCOC1=CC2=C(C3=NC=C4N3C2=CC=C4)C=C1,438.0,489.0,0.31
FC1=CC2=C(C3=NC=C4N3C2=CC=C4)C=C1,430.0,476.0,0.28
ClC1=CC2=C(C3=NC=C4N3C2=CC=C4)C=C1,428.0,473.0,0.24
O=C(C1=CC2=C(C3=NC=C4N3C2=CC=C4)C=C1)OC,420.0,461.0,0.27
N#CC1=CC2=C(C3=NC=C4N3C2=CC=C4)C=C1,450.0,463.0,0.27
COC1=C(OC)C2=C(C3=NC=C4N3C2=CC=C4)C=C1OC,420.0,471.0,0.31
FC1=C(F)C2=C(C3=NC=C4N3C2=CC=C4)C(F)=C1F,450.0,467.0,0.3
COC1=CC=CC2=C1C3=NC=C4N3C2=CC=C4,438.0,480.0,0.2
C1(C=CC=C2)=C2C=CC3=C1C4=NC=C5N4C3=CC=C5,469.0,487.0,0.24
C12=C(C3=NC=C4N3C2=CC=C4)OC=C1,413.0,480.0,0.16
C1(C2=CC=CC=C2)=CC3=NC=C4N3C1=CC=C4,450.0,506.0,0.14
C1(C=CC=C2)=C2C3=NC(C4=CC=CC=C4)=C5N3C1=CC=C5,469.0,512.0,0.37
N#CC(C=C1)=CC=C1C2=C3N4C(C5=C(C=CC=C5)C4=CC=C3)=N2,469.0,498.0,0.25
COC(C=C1)=CC=C1C2=C3N4C(C5=C(C=CC=C5)C4=CC=C3)=N2,469.0,553.0,0.27
C1(C=CC=C2)=C2C3=NC(C4=CC=CS4)=C5N3C1=CC=C5,469.0,538.0,0.22
C1(C=C(OCC2=CC=CC=C2)C=C3)=C3C4=NC(C5=CC=CC=C5)=C6N4C1=CC=C6,469.0,533.0,0.3
COC1=CC=C(C=C1)C2=C3N4C(C5=C(C=C(OCC6=CC=CC=C6)C=C5)C4=CC=C3)=N2,469.0,555.0,0.21
C1(C=C(OCC2=CC=CC=C2)C=C3)=C3C4=NC(C5=CC=CS5)=C6N4C1=CC=C6,469.0,557.0,0.17
FC(C=C1)=CC2=C1C3=NC(C4=CC=C(OC)C=C4)=C5N3C2=CC=C5,469.0,550.0,0.2
COC(C(OC)=C1)=C(OC)C2=C1C3=NC(C4=CC=CC=C4)=C5N3C2=CC=C5,469.0,507.0,0.35
COC(C(OC)=C1)=C(OC)C2=C1C3=NC(C4=CC=C(C#N)C=C4)=C5N3C2=CC=C5,469.0,497.0,0.44
COC(C(OC)=C1)=C(OC)C2=C1C3=NC(C4=CC=C(OC)C=C4)=C5N3C2=CC=C5,469.0,526.0,0.3
CC1=CC2=CC=CC3=C(C4=CC=CC=C4)N=C1N32,450.0,490.0,0.26
CC1=CC2=CC=C(C3=CC=CC=C3)C4=C(C5=CC=CC=C5)N=C1N42,468.0,529.0,0.34
CC(C=C1)=CC=C1C2=C3N4C(C(C=CC=C5)=C5C4=CC=C3)=N2,484.0,524.0,0.37
C12=C(C=CC=C2)C3=[N+](CC4=CC=CC=C4)C=C5N3C1=CC=C5,398.0,458.0,0.45
O=C(OC)C1=CC2=C(C=C1)C3=[N+](CC4=CC=CC=C4)C=C5N3C2=CC=C5,399.0,437.0,0.47
COC1=CC2=C(C(OC)=C1OC)C3=CC=CC4=C[N+](CC5=CC=CC=C5)=C2N43,399.0,503.0,0.18
OC(C1=CC2=C(C=C1)C3=NC=C4N3C2=CC=C4)=O,420.0,462.0,0.32
O=C(OCCCCCCO)C1=CC2=C(C=C1)C3=NC=C4N3C2=CC=C4,420.0,464.0,0.49
OCC1=CC2=C(C=C1)C3=NC=C4N3C2=CC=C4,423.0,468.0,0.34
[N-]=[N+]=NCC1=CC2=C(C=C1)C3=NC=C4N3C2=CC=C4,423.0,468.0,0.46
[NH3+]CC1=CC2=C(C=C1)C3=NC=C4N3C2=CC=C4,424.0,467.0,0.43
C1(C2=NC(C3=CC=CC=C3)=C4N2C=CC=C4)=CC=CC=C1,308.0,454.0,0.14
CN(C)C1=CC=C(C(C2=C(C)C=CC=C2)=C(C=C/3)C(P4(C5=CC=CC=C5)=O)=CC3=[N+]6CCCC\6)C4=C1,703.0,730.0,0.27
CN(C)C1=CC=C(C(C2=C(CC)C=CC=C2)=C(C=C/3)C(P4(C5=CC=CC=C5)=O)=CC3=[N+]6CCCC\6)C4=C1,703.0,729.0,0.28
CN(C)C1=CC=C(C(C2=C(C(F)(F)F)C=CC=C2)=C(C=C/3)C(P4(C5=CC=CC=C5)=O)=CC3=[N+]6CCCC\6)C4=C1,713.0,741.0,0.21
CN(C)C1=CC=C(C(C2=C(OC)C=CC=C2)=C(C=C/3)C(P4(C5=CC=CC=C5)=O)=CC3=[N+]6CCCC\6)C4=C1,706.0,733.0,0.25
CN(C)C1=CC=C(C(C2=C(OC)C=CC=C2OC)=C(C=C/3)C(P4(C5=CC=CC=C5)=O)=CC3=[N+]6CCCC\6)C4=C1,706.0,737.0,0.16
C/[N+](C)=C1C=CC(C2=C\1)=C(C3=CC=CC=C3)C4=CC=C(N(C)C)C=C4P2(C5=CC=CC=C5)=O,698.0,726.0,0.25
C/[N+](C)=C1C=CC(C2=C\1)=C(C3=C(OC)C=CC=C3)C4=CC=C(N(C)C)C=C4P2(C5=CC=CC=C5)=O,701.0,731.0,0.16
C/[N+](C)=C1C=CC(C2=C\1)=C(C3=C(OC)C=CC=C3OC)C4=CC=C(N(C)C)C=C4P2(C5=CC=CC=C5)=O,703.0,735.0,0.34
C/[N+](C)=C1C=CC(C2=C\1)=C(C3=C(CC)C=CC=C3)C4=CC=C(N(C)C)C=C4P2(C5=CC=CC=C5)=O,699.0,724.0,0.31
C/[N+](C)=C1C=CC(C2=C\1)=C(C3=C(C)C=CC=C3C)C4=CC=C(N(C)C)C=C4P2(C5=CC=CC=C5)=O,700.0,735.0,0.35
C/[N+](C)=C1C=CC(C2=C\1)=C(C3=C(C)C=C(C)C=C3C)C4=CC=C(N(C)C)C=C4P2(C5=CC=CC=C5)=O,700.0,733.0,0.32
C/[N+](C)=C1C=CC(C2=C\1)=C(C3=C(C)C=CC=C3)C4=CC=C(N(C)C)C=C4P2(C(C)(C)C)=O,693.0,719.0,0.32
C/[N+](C)=C1C=CC(C2=C\1)=C(C3=C(OC)C=CC=C3OC)C4=CC=C(N(C)C)C=C4P2(C(C)(C)C)=O,697.0,720.0,0.23
C/[N+](C)=C1C=CC(C2=C\1)=C(C3=C(C)C=CC=C3)C4=CC=C(N(C)C)C=C4P2(C5=CC=CC=C5)=O,699.0,725.0,0.33
O=P(C1=CC(N2CCC2)=CC=C1C(C3=C(C)C=CC=C3)=C4C=C/5)(C6=CC=CC=C6)C4=CC5=[N+]7CCC\7,699.0,726.0,0.43
O=P(C1=CC(N2CCCC2)=CC=C1C(C3=C(C)C=CC=C3)=C4C=C/5)(C6=CC=CC=C6)C4=CC5=[N+]7CCCC\7,708.0,729.0,0.25
C/[N+](C)=C1C=CC(C2=C\1)=C(C3=C(C(F)(F)F)C=CC=C3)C4=CC=C(N(C)C)C=C4P2(C5=CC=CC=C5)=O,709.0,738.0,0.13
O=P(C1=CC(N2CCC2)=CC=C1C(C3=C(C(F)(F)F)C=CC=C3)=C4C=C/5)(C6=CC=CC=C6)C4=CC5=[N+]7CCC\7,710.0,735.0,0.31
O=P(C1=CC(N2CCCC2)=CC=C1C(C3=C(C(F)(F)F)C=CC=C3)=C4C=C/5)(C6=CC=CC=C6)C4=CC5=[N+]7CCCC\7,718.0,744.0,0.18
CC[N+]1=C(C(C)(C)C2=C1C=CC=C2)/C=C/C(CCC3)=C4C3=C(/C=C5N(CC)C(C=CC=C6)=C6C/5(C)C)C(C=CC(N(CC)CC)=C7)=C7O4,720.0,740.0,0.36
CC[N+]1=C(C(C)(C)C2=C1C=CC=C2)/C=C/C(CCC3)=C4C3=C(/C=C5N(CC)C(C=CC=C6)=C6C/5(C)C)C(C=C(C)C(NCC)=C7)=C7O4,710.0,732.0,0.3
CC[N+]1=C(C(C)(C)C2=C1C=CC=C2)/C=C/C(CCC3)=C4C3=C(/C=C5N(CC)C(C=CC=C6)=C6C/5(C)C)C(C=CC(NCC)=C7)=C7O4,712.0,735.0,0.24
CC[N+]1=C(C(C)(C)C2=C1C=CC=C2)/C=C/C(CCC3)=C4C3=C(/C=C5N(CC)C(C=CC=C6)=C6C/5(C)C)C(C=C7C8=C9CCCN8CCC7)=C9O4,724.0,747.0,0.57
N#C/C(C1=CC=C(OC)C=C1)=C\C2=CC=C(N(C3=CC=CC=C3)C4=CC=C(/C=C(C#N)/C5=CC=C(OC)C=C5)C=C4)C=C2,425.0,504.0,0.14
N#C/C(C1=CC=C(OC)C=C1)=C\C2=CC=C(N(C3=CC=C(/C=C(C#N)/C4=CC=C(OC)C=C4)C=C3)C5=CC=C(/C=C(C#N)/C6=CC=C(OC)C=C6)C=C5)C=C2,419.0,498.0,0.18
N#C/C(C1=CC=C(C#N)C=C1)=C\C2=CC=C(N(C3=CC=CC=C3)C4=CC=CC=C4)C=C2,420.0,539.0,0.21
N#C/C(C1=CC=C(C#N)C=C1)=C\C2=CC=C(N(C3=CC=C(/C=C(C#N)/C4=CC=C(C#N)C=C4)C=C3)C5=CC=CC=C5)C=C2,448.0,554.0,0.28
N#C/C(C1=CC=C(C#N)C=C1)=C\C2=CC=C(N(C3=CC=C(/C=C(C#N)/C4=CC=C(C#N)C=C4)C=C3)C5=CC=C(/C=C(C#N)/C6=CC=C(C#N)C=C6)C=C5)C=C2,440.0,546.0,0.32
N#C/C(C1=CC=C(C#N)C=C1)=C\C2=CC=C(/C=C/C3=CC=C(C=C3)N(C4=CC=CC=C4)C5=CC=CC=C5)C=C2,434.0,592.0,0.3
N#C/C(C1=CC=C(C#N)C=C1)=C\C(C=C2)=CC=C2C3=CC=C(N(C4=CC=C(C5=CC=C(C=O)C=C5)C=C4)C6=CC=C(C7=CC=C(/C=C(C#N)/C8=CC=C(C#N)C=C8)C=C7)C=C6)C=C3,418.0,578.0,0.37
N#C/C(C1=CC=C(C#N)C=C1)=C\C(C=C2)=CC=C2C3=CC=C(N(C4=CC=C(C5=CC=C(/C=C(C#N)/C6=CC=C(C#N)C=C6)C=C5)C=C4)C7=CC=C(C8=CC=C(/C=C(C#N)/C9=CC=C(C#N)C=C9)C=C8)C=C7)C=C3,428.0,601.0,0.39
O=C(OC)/C(C#N)=C/C(C=C1)=CC=C1C2=CC=C(N(C3=CC=C(C4=CC=C(/C=C(C#N)/C(OC)=O)C=C4)C=C3)C5=CC=C(C6=CC=C(/C=C(C#N)/C(OC)=O)C=C6)C=C5)C=C2,432.0,603.0,0.42
C12=CC=CC3=C1C(C(C=C2)=CC=C4C5=CC=NC=C5)=C4C=C3,344.0,387.0,0.72
C12=CC=CC3=C1C(C(C=C2)=CC(C4=CC=NC=C4)=C5)=C5C=C3,338.0,403.0,0.2
C12=CC=CC3=C1C(C(C=C2)=CC(C4=NC=CC=C4)=C5)=C5C=C3,338.0,401.0,0.16
C12=CC=CC3=C1C(C(C(C4=CC=NC=C4)=C2)=CC=C5)=C5C=C3,340.0,379.0,0.38
C12=C(C3=CC=NC=C3)C=CC4=C1C(C(C=C2)=CC=C5C6=CC=NC=C6)=C5C=C4,358.0,399.0,0.97
C12=CC(C3=CC=NC=C3)=CC4=C1C(C(C=C2)=CC(C5=CC=NC=C5)=C6)=C6C=C4,340.0,417.0,0.3
C12=CC(C3=NC=CC=C3)=CC4=C1C(C(C=C2)=CC(C5=CC=CC=N5)=C6)=C6C=C4,342.0,419.0,0.29
C12=CC=CC3=C1C(C(C(C4=CC=NC=C4)=C2)=CC=C5)=C5C=C3C6=CC=NC=C6,346.0,382.0,0.36
C12=CC=CC3=C1C(C(C(C4=CC=NC=C4)=C2)=CC=C5)=C5C(C6=CC=NC=C6)=C3,344.0,382.0,0.37
CCCCC1=C(C=C2)C3=C(C(C4=CC=NC=C4)=C1)C=CC5=C3C2=C(C6=CC=NC=C6)C=C5CCCC,372.0,415.0,0.84
O=P1(C2=CC=CC=C2)C3=C(C=CC=C3)N(C)C4=C1C(C=CC=C5)=C5C6=C4C=CC=C6,372.0,433.0,0.515
CCCCCCCCOC1=CC=C(N(C2=CC=CC=C2)N=C3C4=CC=CC=C4)C3=C1,337.0,388.0,0.31
CCCCCCCCOC1=CC=C(N(C2=CC=CC=C2)N=C3C4=CC=C(C(OC)=O)C=C4)C3=C1,347.0,420.0,0.67
CCCCCCCCOC1=CC=C(N(C2=CC=CC=C2)N=C3C4=CC=C(C#N)C=C4)C3=C1,348.0,421.0,0.69
CCCCCCCCOC1=CC=C(N(C2=CC=CC=C2)N=C3C4=CC=C(C=O)C=C4)C3=C1,356.0,443.0,0.24
CCCCCCCCOC1=CC=C(N(C2=CC=CC=C2)N=C3C4=CC=C(/C=C(C(OCC)=O)/C#N)C=C4)C3=C1,394.0,544.0,0.43
CCCCCCCCOC1=CC=C(N(C2=CC=CC=C2)N=C3C4=CC=C(/C=C(C#N)/C#N)C=C4)C3=C1,412.0,578.0,0.43
C12=CC=CC=C1C=CC(/C=C/C3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3)=N2,399.0,513.0,0.61
COC1=CC(C=C2)=C(C=C1)C=C2/C=C/C3=NC4=CC=CC=C4C=C3,354.0,434.0,0.15
C12=CC=CC=C1C(/C=C/C3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3)=CC=N2,397.0,538.0,0.29
C1(/C=C/C2=CC=C(N(C3=CC=CC=C3)C4=CC=CC=C4)C=C2)=NC=CC5=C1C=CC=C5,402.0,521.0,0.29
C12=CC=CC=C1C=CC(C3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3)=N2,374.0,474.0,0.98
F[B-](F)(N1C2=CC=C1CC)[N+]3=C(N(C4=C3C=CC=C4)[B-]5(F)F)C2=C6[N+]5=C(C=C6)CC,598.0,612.0,0.96
F[B-](F)(N1C2=CC=C1CC)[N+]3=C(N(C4=C3C=CC(OC)=C4)[B-]5(F)F)C2=C6[N+]5=C(C=C6)CC,599.0,611.0,0.79
F[B-](F)(N1C2=CC=C1CC)[N+]3=C(N(C4=C3C=CC(F)=C4)[B-]5(F)F)C2=C6[N+]5=C(C=C6)CC,600.0,615.0,0.8
F[B-](F)(N1C2=CC3=C1CCCC3)[N+]4=C(N(C5=C4C=CC=C5)[B-]6(F)F)C2=C7[N+]6=C8CCCCC8=C7,622.0,633.0,0.78
F[B-](F)(N1C2=CC(Br)=C1CC)[N+]3=C(N(C4=C3C=CC=C4)[B-]5(F)F)C2=C6[N+]5=C(C(Br)=C6)CC,621.0,632.0,0.39
F[B-](F)(N1C2=C(C(Br)=C1CC)Br)[N+]3=C(N(C4=C3C=CC=C4)[B-]5(F)F)C2=C6[N+]5=C(C(Br)=C6)CC,615.0,630.0,0.11
CCC(C(I)=C1)=[N+]2C1=C3C(N(C4=C5C=CC=C4)[B-]2(C#CC)C#CC)=[N+]5[B-](C#CC)(N6C3=CC(I)=C6CC)C#CC,594.0,607.0,0.83
CCC(C(I)=C1)=[N+]2C1=C3C(N(C4=C5C=CC=C4)[B-]2(C#CC(CO)O)C#CC(O)CO)=[N+]5[B-](C#CC(CO)O)(N6C3=CC(I)=C6CC)C#CC(CO)O,592.0,602.0,0.65
O=C1N(CCCNC(OC(C)(C)C)=O)CC2=C1N3C(C=CO4)=C4C=CC3=C2,355.0,405.0,0.88
O=C1N(CCCNC(OC(C)(C)C)=O)CC2=C1N3C(C=CO4)=C4C=CC3=C2C5=CC=C(C#N)C=C5,381.0,453.0,0.69
O=C1N(CCCNC(OC(C)(C)C)=O)CC2=C1N3C(C=CO4)=C4C=CC3=C2C5=CC=CC=C5,372.0,456.0,0.71
O=C1N(CCCNC(OC(C)(C)C)=O)CC2=C1N3C(C=CO4)=C4C=CC3=C2C5=CC=C(N(CC)CC)C=C5,386.0,514.0,0.54
O=C1N(CCCNC(OC(C)(C)C)=O)CC2=C1N3C(C=C(C4=CC=C(C#N)C=C4)O5)=C5C=CC3=C2,415.0,502.0,0.85
O=C1N(CCCNC(OC(C)(C)C)=O)CC2=C1N3C(C=C(C4=CC=C(C#N)C=C4)O5)=C5C=CC3=C2C6=CC=C(C#N)C=C6,434.0,527.0,0.86
O=C1N(CCCNC(OC(C)(C)C)=O)CC2=C1N3C(C=C(C4=CC=C(C#N)C=C4)O5)=C5C=CC3=C2C6=CC=CC=C6,436.0,533.0,0.8
O=C1N(CCCNC(OC(C)(C)C)=O)CC2=C1N3C(C=C(C4=CC=CC=C4)O5)=C5C=CC3=C2,391.0,457.0,0.83
O=C1N(CCCNC(OC(C)(C)C)=O)CC2=C1N3C(C=C(C4=CC=CC=C4)O5)=C5C=CC3=C2C6=CC=C(C#N)C=C6,413.0,491.0,0.83
O=C1N(CCCNC(OC(C)(C)C)=O)CC2=C1N3C(C=C(C4=CC=CC=C4)O5)=C5C=CC3=C2C6=CC=CC=C6,410.0,499.0,0.8
O=C1N(CCCNC(OC(C)(C)C)=O)CC2=C1N3C(C=C(C4=CC=CC=C4)O5)=C5C=CC3=C2C6=CC=C(N(CC)CC)C=C6,424.0,560.0,0.33
O=C1N(CCCNC(OC(C)(C)C)=O)CC2=C1N3C(C=C(C4=CC=C(N(CC)CC)C=C4)O5)=C5C=CC3=C2,405.0,471.0,0.86
O=C1N(CCCNC(OC(C)(C)C)=O)CC2=C1N3C(C=C(C4=CC=C(N(CC)CC)C=C4)O5)=C5C=CC3=C2C6=CC=C(C#N)C=C6,431.0,505.0,0.87
O=C1N(CCCNC(OC(C)(C)C)=O)CC2=C1N3C(C=C(C4=CC=C(N(CC)CC)C=C4)O5)=C5C=CC3=C2C6=CC=CC=C6,423.0,501.0,0.83
O=C1N(CCCNC(OC(C)(C)C)=O)CC2=C1N3C(C=C(C4=CC=C(N5CCOCC5)C=C4)O6)=C6C=CC3=C2,,570.0,0.87
O=C1N(CCCNC(OC(C)(C)C)=O)CC2=C1N3C(C=C(C4=CC=C(S(=O)(C)=O)C=C4)O5)=C5C=CC3=C2C6=CC=C(S(C)(=O)=O)C=C6,,519.0,0.88
O=C1N(CCCNC(OC(C)(C)C)=O)CC2=C1N3C(C=C(C4=CC=C(C(C)=O)C=C4)O5)=C5C=CC3=C2C6=CC=C(OC)C=C6,,463.0,0.53
O=C(C1=C2C(C(C3=CC=CC=C3)=CC=C24)=CC=C1)N(CCCCCC)C4=O,353.0,426.0,0.118
O=C(C1=C2C(C(C3=CC=C(OC)C=C3)=CC=C24)=CC=C1)N(CCCCCC)C4=O,368.0,491.0,0.655
O=C(C1=C2C(C(C3=CC=C(F)C=C3)=CC=C24)=CC=C1)N(CCCCCC)C4=O,354.0,426.0,0.796
O=C(C1=C2C(C(C3=CC=C(Cl)C=C3)=CC=C24)=CC=C1)N(CCCCCC)C4=O,354.0,425.0,0.657
O=C(C1=C2C(C(C3=CC=C(Br)C=C3)=CC=C24)=CC=C1)N(CCCCCC)C4=O,354.0,426.0,0.465
O=C(C1=C2C(C(OC3=CC=CC=C3)=CC=C24)=CC=C1)N(CCCCCC)C4=O,357.0,431.0,0.13
O=C(C1=C2C(C(OC3=CC=CC(Br)=C3)=CC=C24)=CC=C1)N(CCCCCC)C4=O,356.0,426.0,0.768
O=C(C1=C2C(C(OC3=CC=C(C=O)C=C3)=CC=C24)=CC=C1)N(CCCCCC)C4=O,356.0,424.0,0.663
BrC1=CC2=C3C(C4=CC=C3C(N(CCCCCCCCCCCC)C2=O)=O)=C1C5=C6C4=C(Br)C=C7C6=C(C(N(CCCCCCCCCCCC)C7=O)=O)C=C5,525.2011859381618,543.3829973707275,0.73
O=C(C1=C2C(C3=CC=C24)=C(C5=C6C3=C(C7=CC=C(C(F)(F)F)C=C7)C=C8C6=C(C(N(CCCCCCCCCCCC)C8=O)=O)C=C5)C(C9=CC=C(C(F)(F)F)C=C9)=C1)N(CCCCCCCCCCCC)C4=O,523.6486486486486,546.7372134038801,0.61
O=C(C1=C2C(C3=CC=C24)=C(C5=C6C3=C(C7=CC=C(C#N)C=C7)C=C8C6=C(C(N(CCCCCCCCCCCC)C8=O)=O)C=C5)C(C9=CC=C(C#N)C=C9)=C1)N(CCCCCCCCCCCC)C4=O,545.774647887324,591.8854415274462,0.44
O=C(C1=C2C(C3=CC=C24)=C(C5=C6C3=C(C7=CC([N+]([O-])=O)=CC=C7)C=C8C6=C(C(N(CCCCCCCCCCCC)C8=O)=O)C=C5)C(C9=CC([N+]([O-])=O)=CC=C9)=C1)N(CCCCCCCCCCCC)C4=O,543.3829973707275,584.6298915605846,0.45
O=C(C1=C2C(C3=CC=C24)=C(C5=C6C3=C(C7=CC=NC=C7)C=C8C6=C(C(N(CCCCCCCCCCCC)C8=O)=O)C=C5)C(C9=CC=NC=C9)=C1)N(CCCCCCCCCCCC)C4=O,538.8961321164711,577.012563983248,0.47
O=C(C1=C2C(C3=CC(OC4=C(C5=CC=CC=C5)C=CC=C4C6=CC=CC=C6)=C27)=C(C8=C9C3=CC(OC%10=C(C%11=CC=CC=C%11)C=CC=C%10C%12=CC=CC=C%12)=C%13C9=C(C(N(C(CCCCC)CCCCC)C%13=O)=O)C(OC%14=C(C%15=CC=CC=C%15)C=CC=C%14C%16=CC=CC=C%16)=C8)C=C1OC%17=C(C%18=CC=CC=C%18)C=CC=C%17C%19=CC=CC=C%19)N(C(CCCCC)CCCCC)C7=O,535.0,546.0,0.95
O=C(C1=C2C(C3=CC=C24)=C(C5=C6C3=CC=C7C6=C(C(N(C(CC)CC)C7=O)=O)C=C5)C=C1)N(C(CC)CC)C4=O,525.0,542.0,0.92
O=C(N(C)C)C(C=C1)=C2C3=C1C4=C(C(OCC)=O)N(CN5C6=C7C(C8=CC=C(C(N(C)C)=O)C9=C(C(N(C)C)=O)C=CC7=C89)=C5C(OCC)=O)C6=C4C3=CC=C2C(N(C)C)=O,460.0,475.0,0.54
O=C(N(C)C)C(C=C1)=C2C3=C1C4=C(C(OCC)=O)N5C(C6=C7C(C8=CC=C(C(N(C)C)=O)C9=C(C(N(C)C)=O)C=CC7=C89)=C(C(OCC)=O)N6CC5)=C4C3=CC=C2C(N(C)C)=O,435.0,470.0,0.32
O=C(N(C)C)C(C=C1)=C2C3=C1C4=C(C(OCC)=O)N5C(C6=C7C(C8=CC=C(C(N(C)C)=O)C9=C(C(N(C)C)=O)C=CC7=C89)=C(C(OCC)=O)N6CCC5)=C4C3=CC=C2C(N(C)C)=O,431.0,456.0,0.29
O=C(N1C2=C(C(C)C)C=CC=C2C(C)C)C(C=C3)=C4C5=C3C6=C(C(OCC)=O)N(CN7C8=C9C(C%10=CC=C(C(N(C%11=C(C(C)C)C=CC=C%11C(C)C)C%12=O)=O)C%13=C%12C=CC9=C%10%13)=C7C(OCC)=O)C8=C6C5=CC=C4C1=O,527.0,540.0,0.69
O=C(N1C2=C(C(C)C)C=CC=C2C(C)C)C(C=C3)=C4C5=C3C6=C(C(OCC)=O)N7C(C8=C9C(C%10=CC=C(C(N(C%11=C(C(C)C)C=CC=C%11C(C)C)C%12=O)=O)C%13=C%12C=CC9=C%10%13)=C(C(OCC)=O)N8CC7)=C6C5=CC=C4C1=O,512.0,540.0,0.33
O=C(N1C2=C(C(C)C)C=CC=C2C(C)C)C(C=C3)=C4C5=C3C6=C(C(OCC)=O)N7C(C8=C9C(C%10=CC=C(C(N(C%11=C(C(C)C)C=CC=C%11C(C)C)C%12=O)=O)C%13=C%12C=CC9=C%10%13)=C(C(OCC)=O)N8CCC7)=C6C5=CC=C4C1=O,489.0,520.0,0.33
O=C1C2=CC(OC)=CC=C2OC=C1C3=CC=CC=C3,288.0,419.0,0.21
CC1=COC2=CC(O)=CC=C2C1=O,334.0,456.0,0.21
O=C1C2=CC=C(O)C=C2OC=C1CC,334.0,456.0,0.21
O=C1C2=CC=C(O)C=C2OC=C1C3CCCCC3,334.0,456.0,0.27
O=C1C2=CC=C(O)C=C2OC=C1CCCC,334.0,454.0,0.21
O=C1C2=CC=C(O)C=C2OC=C1CCCCBr,336.0,456.0,0.19
O=C1C2=CC=C(O)C=C2OC=C1CC3=CC=CC=C3,335.0,463.0,0.19
O=C1C2=CC=C(O)C=C2OC=C1CCC3=CC=CC=C3,332.0,453.0,0.3
O=C1C2=CC=C(O)C=C2OC=C1,330.0,461.0,0.19
O=C1C2=CC=C(O)C=C2OC(C)=C1,333.0,448.0,0.21
O=C1C2=CC(OC)=C(O)C=C2OC=C1CCCC,345.0,447.0,0.48
O=C1C2=CC(OC)=C(O)C=C2OC=C1CCCCBr,346.0,447.0,0.54
O=C1C2=CC(OC)=C(O)C=C2OC=C1CCCCN=[N+]=[N-],346.0,445.0,0.41
O=C1C2=CC(OC)=C(O)C=C2OC=C1CC3=CC=CC=C3,346.0,449.0,0.47
O=C1C2=CC(OC)=C(O)C=C2OC=C1CCC3=CC=CC=C3,346.0,445.0,0.47
CN1C(C(C2=NC3=C(C=CC=C3)N2)=NC(C(OC)=O)=C4)=C4C5=CC=CC=C15,382.49,428.93,0.228
CN1C(C(C2=NC3=C(C=CC(Br)=C3)N2)=NC(C(OC)=O)=C4)=C4C5=CC=CC=C15,387.86,430.9,0.2
CN1C(C(C2=NC3=C(C=CC(Cl)=C3)N2)=NC(C(OC)=O)=C4)=C4C5=CC=CC=C15,387.19,430.9,0.239
CN1C(C(C2=NC3=C(C=CC(F)=C3)N2)=NC(C(OC)=O)=C4)=C4C5=CC=CC=C15,384.1,428.03,0.208
CN1C(C(C2=NC3=C(C=CC(C)=C3)N2)=NC(C(OC)=O)=C4)=C4C5=CC=CC=C15,383.76,431.96,0.261
CN1C(C(C2=NC3=C(C=CC(C(C4=CC=CC=C4)=O)=C3)N2)=NC(C(OC)=O)=C5)=C5C6=CC=CC=C16,387.99,432.87,0.279
